tspan	CoRaDyn(bC)
1.0	0.9990800809365459
1.7028861970519966	0.9960861293453602
2.899821400110211	0.9863976750516278
4.938065836163673	0.9688931683757985
8.408964152537145	0.9514006356943117
14.319508986860544	0.9367085317068847
24.384494202286838	0.9467478687316493
41.52401859916869	0.8868606717897763
70.71067811865474	0.8609466964700756
120.4122377524438	0.8535657068663466
205.0483376247799	0.7534741106688674
349.17398386969523	0.6760552494508699
594.6035575013605	0.575730745499942
1012.5421907870799	0.4904171528578896
1724.2441206241076	0.44055289239180534
2936.1915133588504	0.4258713215256318
4999.999999999999	0.4242767985155201
