bC	FB	rho	time	Z1	Z2	X1	XC	A	M
0.11	1	0.1155	4096.215032401289	1064.0353267037606	17.022136381198138	405.3731285798185	596.0187564833336	92.20757112823453	594.0245293700954	NaN
0.11	1	0.1155	4096.267439464804	1070.2714167860333	16.901548273914873	406.60105452962665	595.3543825110098	92.07010472003435	593.3450253312797	NaN
0.11	1	0.1155	4096.319846528319	1076.5194176819916	16.782511471587437	407.84213847446773	594.70093420215	91.9323526475324	592.6763344736233	NaN
0.11	1	0.1155	4096.372253591835	1082.7791376020173	16.66500613435954	409.0963486912208	594.0584337899292	91.79431889642721	592.018478827205	NaN
0.11	1	0.1155	4096.42466065535	1089.0503846809488	16.54901269395627	410.36365302097215	593.4269031984734	91.65600746482204	591.3714801077251	NaN
0.11	1	0.1155	4096.477067718864	1095.3329669798477	16.434511850583903	411.6440188710595	592.806364041851	91.51742236288251	590.7353597155821	NaN
0.11	1	0.1155	4096.52947478238	1101.6266924877762	16.32148456982384	412.9374132171099	592.1968376230802	91.37856761250112	590.1101387349723	NaN
0.11	1	0.1155	4096.581881845896	1107.9313691235852	16.20991207952343	414.24380260507377	591.5983449331551	91.23944724696962	589.4958379330179	NaN
0.11	1	0.1155	4096.63428890941	1114.2468047377174	16.09977586668605	415.5631531532532	591.0109066500888	91.1000653106597	588.892477758921	NaN
0.11	1	0.1155	4096.686695972925	1120.5728071140284	15.991057674362976	416.8954305543258	590.4345431379735	90.96042585871243	588.3000783431421	NaN
0.11	1	0.1155	4096.739103036441	1126.909183971624	15.883739498549104	418.2406000773632	589.869274446058	90.8205329567369	587.7186594966023	NaN
0.11	1	0.1155	4096.791510099956	1133.2557429667204	15.777803585084781	419.59862656984524	589.3151203078419	90.68039068051843	587.1482407099109	NaN
0.11	1	0.1155	4096.843917163471	1139.6122916945233	15.673232426565528	420.9694744596695	588.7721001401871	90.54000311573688	586.588841152614	NaN
0.11	1	0.1155	4096.896324226986	1145.9786376911352	15.570008759261677	422.3531077571557	588.2402330424458	90.39937435769495	586.0404796724671	NaN
0.11	1	0.1155	4096.948731290501	1152.354588435483	15.468115560049487	423.7494900570465	587.7195377956048	90.25850851105709	585.503174794726	NaN
0.11	1	0.1155	4097.001138354017	1158.7399513512757	15.367536043355466	425.15858454050306	587.2100328614472	90.11740968959886	584.9769447214617	NaN
0.11	1	0.1155	4097.0535454175315	1165.1345338089875	15.268253658115325	426.58035397709716	586.71173638173	89.97608201596714	584.4618073308919	NaN
0.11	1	0.1155	4097.105952481046	1171.5381431278709	15.170252084749022	428.0147607267984	586.2246661773778	89.8345296214508	583.9577801767331	NaN
0.11	1	0.1155	4097.158359544562	1177.9505865779995	15.073515232153174	429.4617667419579	585.7488397476927	89.69275664576232	583.4648804875684	NaN
0.11	1	0.1155	4097.210766608077	1184.3716713823421	14.978027234712032	430.9213335692879	585.2842742695813	89.55076723682984	582.9831251662351	NaN
0.11	1	0.1155	4097.263173671592	1190.8012047188681	14.883772449328232	432.3934223518379	584.8309865967962	89.40856555059979	582.5125307892264	NaN
0.11	1	0.1155	4097.315580735107	1197.2389937226844	14.790735452474243	433.8779938309662	584.3889932591945	89.26615575084963	582.0531136061084	NaN
0.11	1	0.1155	4097.367987798622	1203.6848454882088	14.698901037265598	435.37500834830934	583.9583104620117	89.12354200901079	581.6048895389529	NaN
0.11	1	0.1155	4097.420394862138	1210.1385670713723	14.60825421055671	436.8844258477463	583.5389540851509	88.9807285040011	581.1678741817827	NaN
0.11	1	0.1155	4097.472801925653	1216.5999654918617	14.518780190060134	438.4062058773612	583.1309396824881	88.83771942206681	580.742082800031	NaN
0.11	1	0.1155	4097.525208989167	1223.0688477353922	14.430464401490049	439.9403075914017	582.7342824811927	88.69451895663326	580.3275303300114	NaN
0.11	1	0.1155	4097.577616052683	1229.5450207560184	14.343292475730559	441.4866897522346	582.3489973810638	88.5511313081643	579.9242313784014	NaN
0.11	1	0.1155	4097.630023116199	1236.0282914784798	14.257250246029578	443.0453107322988	581.9750989538809	88.40756068402946	579.5322002217348	NaN
0.11	1	0.1155	4097.682430179713	1242.5184668005834	14.172323745218733	444.61612851605486	581.6126014427706	88.26381129837874	579.1514508059063	NaN
0.11	1	0.1155	4097.734837243228	1249.0153535956215	14.088499202959865	446.1991007019327	581.2615187615877	88.11988737202427	578.7819967456838	NaN
0.11	1	0.1155	4097.787244306744	1255.5187587148278	14.0057630430186	447.7941845042761	580.9218644943122	87.97579313232802	578.4238513242318	NaN
0.11	1	0.1155	4097.839651370259	1262.0284889898687	13.92410188056539	449.40133675528494	580.5936518944605	87.8315328130955	578.0770274926416	NaN
0.11	1	0.1155	4097.892058433774	1268.5443512353725	13.843502519504352	451.02051390695584	580.2768938845107	87.68711065447431	577.7415378694715	NaN
0.11	1	0.1155	4097.944465497289	1275.066152251495	13.76395194983028	452.6516720330192	579.9716030553448	87.54253090285695	577.4173947402929	NaN
0.11	1	0.1155	4097.996872560804	1281.593698826524	13.685437345014126	454.29476683087586	579.6777916657029	87.39779781078725	577.104610057246	NaN
0.11	1	0.1155	4098.04927962432	1288.1267977395173	13.607946059417092	455.9497536235305	579.3954716416541	87.25291563686999	576.8031954386008	NaN
0.11	1	0.1155	4098.101686687834	1294.665255762983	13.53146562573367	457.61658736152424	579.1246545760805	87.10788864568245	576.513162168327	NaN
0.11	1	0.1155	4098.154093751349	1301.208879665591	13.455983752463668	459.29522262486495	578.8653517281756	86.96272110768773	576.2345211956688	NaN
0.11	1	0.1155	4098.206500814865	1307.757476214927	13.381488321413489	460.9856136249566	578.6175740229581	86.81741729914879	575.9672831347282	NaN
0.11	1	0.1155	4098.25890787838	1314.3108521802783	13.307967385226663	462.6877142065267	578.3813320507987	86.67198150204264	575.7114582640539	NaN
0.11	1	0.1155	4098.311314941895	1320.8688143354605	13.235409164943746	464.4014778495526	578.1566360669614	86.52641800397404	575.4670565262373	NaN
0.11	1	0.1155	4098.36372200541	1327.4311694616779	13.16380204759167	466.12685767118694	577.9434959911588	86.38073109808785	575.2340875275154	NaN
0.11	1	0.1155	4098.416129068925	1333.997724350422	13.093134583802492	467.86380642768177	577.7419214071219	86.23492508297971	575.0125605373796	NaN
0.11	1	0.1155	4098.468536132441	1340.5682858064056	13.023395485461604	469.61227651631174	577.5519215621827	86.08900426260398	574.8024844881937	NaN
0.11	1	0.1155	4098.520943195956	1347.1426606505302	12.954573623385352	471.3722199772969	577.3735053668714	85.94297294617878	574.6038679748162	NaN
0.11	1	0.1155	4098.57335025947	1353.7206557228947	12.886658025028018	473.14358849572386	577.2066813945271	85.79683544808731	574.4167192542327	NaN
0.11	1	0.1155	4098.625757322986	1360.3020778858331	12.819637872218093	474.92633340346777	577.051457880922	85.6505960877748	574.241046245194	NaN
0.11	1	0.1155	4098.6781643865015	1366.8867340269917	12.753502498923792	476.72040568111265	576.9078427238993	85.50425918964096	574.0768565278638	NaN
0.11	1	0.1155	4098.730571450016	1373.4744310624399	12.688241389047638	478.5257559598721	576.7758434830245	85.35782908292711	573.9241573434746	NaN
0.11	1	0.1155	4098.782978513531	1380.0649759398127	12.623844174250054	480.3423345235092	576.65546737925	85.21131010159772	573.7829555939909	NaN
0.11	1	0.1155	4098.8353855770465	1386.6581756414917	12.560300631801827	482.170091310257	576.5467212945938	85.06470658421594	573.6532578417848	NaN
0.11	1	0.1155	4098.887792640562	1393.2538371878163	12.497600682465244	484.0089759147384	576.4496117718302	84.9180228738129	573.5350703093186	NaN
0.11	1	0.1155	4098.940199704077	1399.8517676403294	12.43573438840381	485.85893758988624	576.3641450141948	84.77126331775031	573.4283988788383	NaN
0.11	1	0.1155	4098.9926067675915	1406.4517741050563	12.374691951120298	487.719925248864	576.2903268851023	84.62443226757605	573.333249092079	NaN
0.11	1	0.1155	4099.045013831107	1413.053663735815	12.314463709422993	489.59188746698595	576.2281629078767	84.477534078873	573.2496261499809	NaN
0.11	1	0.1155	4099.097420894623	1419.6572437375612	12.255040137419916	491.4747724836388	576.1776582654957	84.33057311110049	573.1775349124172	NaN
0.11	1	0.1155	4099.149827958137	1426.2623213697614	12.196411842540842	493.36852820420285	576.1388178003473	84.18355372742845	573.1169798979339	NaN
0.11	1	0.1155	4099.202235021652	1432.8687039497997	12.138569563586836	495.2731022019742	576.1116460139993	84.03648029456429	573.0679652835037	NaN
0.11	1	0.1155	4099.254642085168	1439.476198856415	12.08150416880719	497.1884417200877	576.096147066982	83.88935718257234	573.0304949042925	NaN
0.11	1	0.1155	4099.307049148683	1446.084613533168	12.02520665400338	499.1144936734406	576.0923247785828	83.74218876468618	573.0045722534409	NaN
0.11	1	0.1155	4099.359456212198	1452.6937554919398	11.969668140659973	501.0512046506168	576.1001826266545	83.59497941711356	572.9902004818592	NaN
0.11	1	0.1155	4099.411863275713	1459.3034323164566	11.914879874102084	502.99852091581243	576.1197237474358	83.44773351883457	572.9873823980389	NaN
0.11	1	0.1155	4099.464270339228	1465.9134516658487	11.860833221679238	504.9563884107623	576.150950935384	83.30045545139268	572.9961204678788	NaN
0.11	1	0.1155	4099.516677402744	1472.5236212782336	11.807519670975335	506.92475275666754	576.1938666430211	83.15314959867943	573.0164168145279	NaN
0.11	1	0.1155	4099.569084466259	1479.133748974328	11.754930828044467	508.90355925612425	576.2484729807915	83.00582034671261	573.0482732182456	NaN
0.11	1	0.1155	4099.621491529773	1485.7436426610905	11.703058415672308	510.89275289505383	576.3147717169318	82.85847208340856	573.091691116278	NaN
0.11	1	0.1155	4099.673898593289	1492.3531103353882	11.65189427166285	512.8922783446343	576.3927642773551	82.71110919834885	573.1466716027519	NaN
0.11	1	0.1155	4099.7263056568045	1498.961960087691	11.601430347150155	514.9020799632335	576.4824517455443	82.56373608254164	573.2132154285888	NaN
0.11	1	0.1155	4099.778712720319	1505.5700001057944	11.55165870493487	516.9221017983427	576.5838348624599	82.4163571281781	573.2913230014345	NaN
0.11	1	0.1155	4099.831119783834	1512.1770386785643	11.50257151784528	518.952287588514	576.69691402646	82.26897672838487	573.3809943856099	NaN
0.11	1	0.1155	4099.8835268473495	1518.7828841997105	11.454161067122529	520.992580765297	576.8216892932314	82.12159927697206	573.4822293020788	NaN
0.11	1	0.1155	4099.935933910865	1525.387345171583	11.406419740829797	523.0429244551784	576.958160375733	81.9742291681782	573.5950271284379	NaN
0.11	1	0.1155	4099.98834097438	1531.990230208995	11.359340032285122	525.1032614815239	577.1063266441512	81.8268707964123	573.7193868989233	NaN
0.11	1	0.1155	4100.040748037894	1538.591348043066	11.312914538517576	527.1735343665204	577.2661871258683	81.67952855599339	573.8553073044388	NaN
0.11	1	0.1155	4100.09315510141	1545.190507525094	11.267135958746545	529.2536853331221	577.4377405054408	81.53220684088846	574.0027866926042	NaN
0.11	1	0.1155	4100.145562164926	1551.7875176304447	11.221997092883798	531.3436563069966	577.6209851245919	81.3849100444489	574.1618230678222	NaN
0.11	1	0.1155	4100.19796922844	1558.3821874624684	11.177490840058057	533.4433889184749	577.8159189822136	81.23764255914641	574.3324140913672	NaN
0.11	1	0.1155	4100.250408528966	1564.978380442309	11.133583396091513	535.5541250497611	578.0226704285693	81.09031822007586	574.5146726771492	NaN
0.11	1	0.1155	4100.3029112813665	1571.579824697144	11.090243406192847	537.6770885451456	578.2413918708601	80.94285383065115	574.708735943746	NaN
0.11	1	0.1155	4100.355501630629	1578.1893522679566	11.047446752050497	539.813237762454	578.47223145451	80.795186163974	574.9147397701371	NaN
0.11	1	0.1155	4100.408200593647	1584.8093951594933	11.00517296885883	541.9634200475408	578.7153438495749	80.64726089334656	575.1328277943962	NaN
0.11	1	0.1155	4100.461025579612	1591.4419252440514	10.963405416908135	544.1283489969298	578.9708844450811	80.49903394240651	575.3631458760741	NaN
0.11	1	0.1155	4100.513991527768	1598.0885974370804	10.92213017543113	546.3086479688719	579.2390112604988	80.35046829254092	575.6058435050275	NaN
0.11	1	0.1155	4100.567111184733	1604.7507846881736	10.881335675490664	548.5048592156354	579.519883733929	80.2015332059789	575.8610724859442	NaN
0.11	1	0.1155	4100.620395606882	1611.42964117982	10.841012186552865	550.7174627083269	579.8136631398748	80.05220281738026	576.1289871388768	NaN
0.11	1	0.1155	4100.673854460847	1618.1261401213246	10.801151489369097	552.9468870860721	580.120512494484	79.90245529224357	576.4097440783734	NaN
0.11	1	0.1155	4100.727496280038	1624.8411059804537	10.761746603348358	555.1935190976312	580.4405965911014	79.7522721089276	576.7035021400202	NaN
0.11	1	0.1155	4100.7813287202225	1631.575246534146	10.722791533491721	557.4577132884209	580.7740823695771	79.60163734404203	577.0104226373284	NaN
0.11	1	0.1155	4100.835358699911	1638.329170447187	10.68428111704942	559.7397970938117	581.1211388735258	79.45053728096607	577.3306692599364	NaN
0.11	1	0.1155	4100.889592592935	1645.103411331816	10.646210844142022	562.0400783056604	581.4819377458869	79.29895987297108	577.6644084818922	NaN
0.11	1	0.1155	4100.944036315486	1651.8984385643503	10.608576764132897	564.3588482435429	581.8566532448082	79.14689450223115	578.0118095403332	NaN
0.11	1	0.1155	4100.998695436211	1658.7146709493452	10.57137538272863	566.6963860090483	582.2454625412308	78.99433167486684	578.3730446828862	NaN
0.11	1	0.1155	4101.053575273587	1665.5524887507386	10.534603575120798	569.0529623107723	582.6485460697448	78.8412627522641	578.7482894730781	NaN
0.11	1	0.1155	4101.108680940087	1672.412239053048	10.498258540534747	571.4288410939478	583.0660876020513	78.68767983148918	579.1377228440164	NaN
0.11	1	0.1155	4101.1640174202075	1679.294245312379	10.46233773808026	573.8242826857276	583.4982746477376	78.53357553176328	579.541527461286	NaN
0.11	1	0.1155	4101.2195896056855	1686.198811540674	10.426838854861929	576.2395451568455	583.9452986126363	78.37894290094162	579.959889864304	NaN
0.11	1	0.1155	4101.27540233879	1693.1262274707215	10.391759771413632	578.6748860730164	584.4073550730146	78.22377529993477	580.393000718732	NaN
0.11	1	0.1155	4101.331460449058	1700.0767728734472	10.357098533969879	581.1305640014833	584.8846440528625	78.06806630601473	580.8410550747114	NaN
0.11	1	0.1155	4101.38776877955	1707.0507205481128	10.322853335387993	583.6068395928108	585.377370259572	77.91180964576766	581.3042525883773	NaN
0.11	1	0.1155	4101.444332213679	1714.0483393557154	10.289022497389952	586.1039767126947	585.8857433616189	77.75499912701534	581.7827977846295	NaN
0.11	1	0.1155	4101.501155691287	1721.0698958958508	10.2556044607184	588.6222431219373	586.4099782039414	77.59762860107806	582.2769002628504	NaN
0.11	1	0.1155	4101.558244240279	1728.1156580798327	10.222597767346661	591.1619118637649	586.9502951955519	77.4396918824914	582.7867750662515	NaN
0.11	1	0.1155	4101.615602978489	1735.1858949955044	10.190001061338151	593.7232613478667	587.5069204503311	77.28118275179128	583.3126428198486	NaN
0.11	1	0.1155	4101.673237146249	1742.2808805389088	10.157813072772546	596.3065768132682	588.0800862404247	77.12209487382914	583.8547301643789	NaN
0.11	1	0.1155	4101.731152097396	1749.4008918912232	10.12603262616277	598.9121499459993	588.6700310688585	76.96242183161843	584.4132698314456	NaN
0.11	1	0.1155	4101.7893533326605	1756.5462131916158	10.0946586256402	601.5402804023057	589.2770001773887	76.80215704365749	584.9885011308577	NaN
0.11	1	0.1155	4101.847846506672	1763.7171359260315	10.063690055862642	604.1912761628287	589.90124581917	76.64129375484913	585.5806702166686	NaN
0.11	1	0.1155	4101.906637442996	1770.9139602727732	10.033125979110292	606.865454255487	590.5430276316887	76.47982500593793	586.1900304488785	NaN
0.11	1	0.1155	4101.96573212992	1778.1369940609397	10.002965542891793	609.5631406083262	591.2026128160377	76.31774365648336	586.8168425718725	NaN
0.11	1	0.1155	4102.025136759665	1785.386557007989	9.97320796567624	612.2846718863657	591.880276812276	76.15504228935833	587.4613753647038	NaN
0.11	1	0.1155	4102.084857720973	1792.6629792124954	9.943852547449431	615.0303952139813	592.5763034853311	75.99171324411117	588.1239058273678	NaN
0.11	1	0.1155	4102.144901619518	1799.9666030133046	9.914898666455562	617.8006691707277	593.2909856366388	75.82774857476677	588.804719677168	NaN
0.11	1	0.1155	4102.205275282858	1807.297782920379	9.886345784219346	620.5958640834008	594.0246253583598	75.66314005087703	589.5041116960261	NaN
0.11	1	0.1155	4102.265985785779	1814.656887982644	9.858193441361552	623.4163632661482	594.7775346528994	75.49787910382669	590.2223863312774	NaN
0.11	1	0.1155	4102.327040460167	1822.0443022206262	9.830441261664625	626.2625635548541	595.5500358951042	75.3319568165418	590.959858147507	NaN
0.11	1	0.1155	4102.388446901135	1829.4604245619835	9.80308895820114	629.1348756683819	596.3424622633794	75.1653639243372	591.7168522492206	NaN
0.11	1	0.1155	4102.450213002198	1836.9056722322978	9.776136327123611	632.033725933521	597.1551585688943	74.9980907381075	592.4937050845169	NaN
0.11	1	0.1155	4102.512346950197	1844.3804792196706	9.749583260255172	634.9595561354405	597.9884815963098	74.8301271781248	593.290764783085	NaN
0.11	1	0.1155	4102.574857253457	1851.8852986940135	9.723429743501182	637.9128249278446	598.842800898886	74.66146271895434	594.1083919290403	NaN
0.11	1	0.1155	4102.637752762539	1859.4206044534865	9.69767585963822	640.8940089073691	599.7184995361068	74.4920863561559	594.9469602800349	NaN
0.11	1	0.1155	4102.701042683303	1866.986891375399	9.672321795102993	643.9036033309407	600.6159747373838	74.32198659529973	595.806857416517	NaN
0.11	1	0.1155	4102.764736615978	1874.584678894486	9.647367837248924	646.9421240762979	601.5356389690741	74.15115137285584	596.6884857783886	NaN
0.11	1	0.1155	4102.828844552891	1882.2145094504133	9.62281438915567	650.0101076448702	602.4779204540241	73.97956809010428	597.5922631781889	NaN
0.11	1	0.1155	4102.893376932192	1889.8769535200818	9.598661963443558	653.1081138415603	603.4432645375397	73.80722349890853	598.5186241267427	NaN
0.11	1	0.1155	4102.958344637229	1897.57260806668	9.574911198360864	656.2367258677942	604.4321343087895	73.63410373542705	599.4680204461323	NaN
0.11	1	0.1155	4103.02375904841	1905.3021011149963	9.551562855154094	659.3965529380962	605.4450120469849	73.46019421594342	600.4409226751881	NaN
0.11	1	0.1155	4103.089632061929	1913.0660922595334	9.528617829349376	662.5882313181008	606.4824002298279	73.28547962405344	601.4378210564666	NaN
0.11	1	0.1155	4103.155976135901	1920.8652762770103	9.506077153612129	665.8124266960417	607.5448230218558	73.10994382788152	602.4592269856008	NaN
0.11	1	0.1155	4103.222804320603	1928.700384700814	9.48394200799146	669.0698357981117	608.6328275830912	72.93356984300455	603.5056742897684	NaN
0.11	1	0.1155	4103.290130294554	1936.5721879267687	9.462213729644278	672.3611882964265	609.7469855329238	72.75633978327285	604.5777206569176	NaN
0.11	1	0.1155	4103.357968420374	1944.4814994438323	9.440893818075304	675.6872496952603	610.8878948166421	72.57823476361325	605.6759494542501	NaN
0.11	1	0.1155	4103.426333798552	1952.4291795968809	9.41998394363515	679.0488241375692	612.0561816371634	72.39923481314449	606.8009716118446	NaN
0.11	1	0.1155	4103.495242309897	1960.416137803898	9.399485961842368	682.4467566712302	613.2525022882779	72.21931882287953	607.9534274136578	NaN
0.11	1	0.1155	4103.564710678671	1968.4433369297901	9.379401923744778	685.8819365444623	614.47754543774	72.03846444462091	609.1339887239791	NaN
0.11	1	0.1155	4103.634756543445	1976.5117982622317	9.359734087097914	689.3553009052134	615.732034668223	71.85664797600428	610.3433614651491	NaN
0.11	1	0.1155	4103.705398522037	1984.6226054839508	9.340484932464905	692.8678382278523	617.0167310430053	71.67384426784088	611.5822881220539	NaN
0.11	1	0.1155	4103.776656303626	1992.7769114184443	9.321657175273025	696.4205931105085	618.332436303396	71.49002656861231	612.8515508588929	NaN
0.11	1	0.1155	4103.848550721605	2000.9759421627357	9.303253787093931	700.0146701383851	619.6799958764634	71.30516642746387	614.1519744565708	NaN
0.11	1	0.1155	4103.921103878964	2009.2210067785477	9.28527800753528	703.6512403937437	621.0603030348447	71.11923347145228	615.4844303654799	NaN
0.11	1	0.1155	4103.994339221645	2017.5135005431491	9.267733374387046	707.3315453931781	622.4743022822395	70.93219532750311	616.8498400153879	NaN
0.11	1	0.1155	4104.068281700419	2025.854917699193	9.25062373709559	711.0569054878379	623.9229946393825	70.74401732961167	618.2491799645342	NaN
0.11	1	0.1155	4104.142957881912	2034.2468577715874	9.233953289181466	714.8287257513409	625.4074422219109	70.55466237046988	619.6834863706886	NaN
0.11	1	0.1155	4104.21839612206	2042.6910382064393	9.21772659281452	718.6485050420113	626.9287743144808	70.36409060977006	621.1538609131732	NaN
0.11	1	0.1155	4104.294626729674	2051.1893050418284	9.2019486138006	722.5178446103009	628.488193584483	70.17225922607403	622.6614768566427	NaN
0.11	1	0.1155	4104.371682171457	2059.74364726183	9.186624756458661	726.438458845047	630.0869834959134	69.97912208462198	624.2075862822057	NaN
0.11	1	0.1155	4104.449597300805	2068.3562126761253	9.17176090409599	730.4121872784274	631.7265166434074	69.78462936959868	625.7935282168007	NaN
0.11	1	0.1155	4104.528409602017	2077.029324237481	9.157363468001202	734.4410074250945	633.4082638872429	69.58872720526634	627.4207375466577	NaN
0.11	1	0.1155	4104.6081595051155	2085.765502671098	9.143439436523666	738.5270512794857	635.1338055366809	69.39135713309778	629.0907559231307	NaN
0.11	1	0.1155	4104.688890712321	2094.5674886326706	9.129996437950664	742.6726224767993	636.9048434437731	69.19245559783188	630.8052435622199	NaN
0.11	1	0.1155	4104.770650587413	2103.438269748581	9.117042810119372	746.8802167393607	638.7232151990133	68.99195332126314	632.5659930924586	NaN
0.11	1	0.1155	4104.853490619679	2112.381113390442	9.10458767885584	751.1525462309673	640.5909108513098	68.78977454409302	634.3749458632518	NaN
0.11	1	0.1155	4104.9374669419085	2121.3996024838198	9.092641052629146	755.4925667756888	642.5100918680964	68.58583619641618	636.234210441721	NaN
0.11	1	0.1155	4105.022640966091	2130.497680664365	9.081213928624456	759.9035112377824	644.4831139727296	68.38004685356766	638.1460848874476	NaN
0.11	1	0.1155	4105.109080097369	2139.6797018105817	9.070318422291061	764.3889270454805	646.5125532269283	68.17230558901687	640.1130821975187	NaN
0.11	1	0.1155	4105.196858619107	2148.950493019182	9.059967914986133	768.9527226812494	648.6012378095361	67.96250051840877	642.1379613026357	NaN
0.11	1	0.1155	4105.2860587214445	2158.3154269189254	9.050177233369679	773.5992217374194	650.7522852699337	67.75050712644557	644.223763407033	NaN
0.11	1	0.1155	4105.376771753956	2167.7805104699996	9.040962862213304	778.3332287446109	652.9691476489817	67.53618621351019	646.3738560004311	NaN
0.11	1	0.1155	4105.469099726485	2177.352490957795	9.032343203092905	783.1601080562339	655.2556656882341	67.31938144416388	648.5919857369571	NaN
0.11	1	0.1155	4105.563157176938	2187.038989236229	9.024338886030739	788.0858820158109	657.616135842649	67.09991626748396	650.8823437984718	NaN
0.11	1	0.1155	4105.659073421958	2196.848658809546	9.016973157431611	793.1173492695699	660.0553915474584	66.87759023810041	653.2496451677614	NaN
0.11	1	0.1155	4105.756995419176	2206.791390331245	9.010272356397145	798.262235218302	662.5789058251205	66.65217429029026	655.6992287100787	NaN
0.11	1	0.1155	4105.857091722769	2216.8786045408665	9.004266494636216	803.5293999893532	665.1929296940632	66.4234039836928	658.2371921349575	NaN
0.11	1	0.1155	4105.95955733735	2227.123605325411	8.998990022875914	808.9290937871016	667.9046643138269	66.19097135374818	660.8705598823461	NaN
0.11	1	0.1155	4106.0646178269635	2237.5418214258225	8.994482914017725	814.4731726872708	670.7224253969694	65.95451924972167	663.6074436974603	NaN
0.11	1	0.1155	4106.172538197816	2248.1514760711757	8.990791870568453	820.175565489506	673.6559498829018	65.71362591219052	666.4573416213384	NaN
0.11	1	0.1155	4106.283632184278	2258.9742244615654	8.987972065247112	826.0527614187477	676.7167370416997	65.46779020368689	669.4314708094635	NaN
0.11	1	0.1155	4106.398275341058	2270.036071776888	8.986089439984248	832.1244974894444	679.9185226997486	65.21641036955374	672.5432301644531	NaN
0.11	1	0.1155	4106.516921806043	2281.368517731411	8.985223862643249	838.4146375585199	683.2778955737565	64.95875751088334	675.808801724052	NaN
0.11	1	0.1155	4106.640125715005	2293.009970476372	8.985473475321992	844.9522930589253	686.8150982333324	64.69394273964151	679.2479323846685	NaN
0.11	1	0.1155	4106.768566494928	2305.007288686896	8.986960666215872	851.7731407811717	690.5550092077899	64.4208811498443	682.8848928952034	NaN
0.11	1	0.1155	4106.903071576253	2317.416777933495	8.989839963762783	858.9205879899221	694.5281342301797	64.13826786018494	686.7494471646552	NaN
0.11	1	0.1155	4107.044611762862	2330.3023537876916	8.994307046974425	866.4454572933386	698.7708630106364	63.84461821374414	690.8771085576102	NaN
0.11	1	0.1155	4107.194192975625	2343.724247842404	9.000603552387249	874.4001180987841	703.3225779744903	63.53852343982566	695.3063334669916	NaN
0.11	1	0.1155	4107.352469770616	2357.70396604534	9.008999493706536	882.8177688028208	708.2138301950345	63.219449267883405	700.0670165722358	NaN
0.11	1	0.1155	4107.518959948858	2372.158359289934	9.019721285048371	891.6705055637683	713.440738016739	62.8892446237577	705.1555565915658	NaN
0.11	1	0.1155	4107.691535616334	2386.865303477768	9.03284432199237	900.8422870863915	718.9457429101902	62.55293742360647	710.516077303583	NaN
0.11	1	0.1155	4107.867171609669	2401.5401306436756	9.048262896992588	910.1690865059471	724.6376782370055	62.21700240107662	716.0599149727099	NaN
0.11	1	0.1155	4108.0430066689305	2415.930874401593	9.065746892865393	919.4957827165325	730.4245650720164	61.8871892540135	721.6975340701133	NaN
0.11	1	0.1155	4108.218841728192	2430.0160747046575	9.085245020413076	928.8088148024136	736.2982144093103	61.56398090595404	727.4209766632256	NaN
0.11	1	0.1155	4108.394676787454	2443.7911693693886	9.10672405339575	938.1052015763006	742.2568088128087	61.247473598577095	733.2284924134186	NaN
0.11	1	0.1155	4108.570511846716	2457.2516945389257	9.130152472691073	947.3819666160367	748.2985025549259	60.93776127307782	739.1183059844284	NaN
0.11	1	0.1155	4108.746346905978	2470.393286105365	9.155500411992946	956.6361392173183	754.4214222152344	60.63493555914532	745.0886176421221	NaN
0.11	1	0.1155	4108.922181965239	2483.2116811025912	9.1827396058098	965.8647553445261	760.6236672878571	60.339085766406924	751.137603857154	NaN
0.11	1	0.1155	4109.098017024501	2495.7027190695276	9.21184334015248	975.0648585793979	766.9033107973927	60.05029887906586	757.2634179097686	NaN
0.11	1	0.1155	4109.273852083763	2507.86234338327	9.242786405818235	984.233501067263	773.2583999231804	59.768659554321985	763.4641904958344	NaN
0.11	1	0.1155	4109.449687143025	2519.686602561564	9.275545054159444	993.3677444605656	779.6869566317044	59.4942501249836	769.7380303330569	NaN
0.11	1	0.1155	4109.625522202286	2531.171651534089	9.310096955230508	1002.4646608594026	786.1869783169428	59.22715060647296	776.0830247662353	NaN
0.11	1	0.1155	4109.801357261548	2542.313752882032	9.34642115821292	1011.5213337487944	792.7564384484547	58.96743870820868	782.497240370406	NaN
0.11	1	0.1155	4109.97719232081	2553.109278045467	9.384498054023814	1020.5348589324166	799.3932872270061	58.715189849139016	788.9787235507426	NaN
0.11	1	0.1155	4110.153027380072	2563.55470849804	9.424309340019256	1029.502345462511	806.0954522475275	58.47047717700813	795.5255011381687	NaN
0.11	1	0.1155	4110.3288624393335	2573.646636888516	9.465837986708488	1038.4209165657005	812.8608391691955	58.23337159077971	802.1355809797694	NaN
0.11	1	0.1155	4110.504697498595	2583.3817681487158	9.509068206400425	1047.2877105644293	819.6873323924293	58.003941765527756	808.8069525232537	NaN
0.11	1	0.1155	4110.680532557857	2592.7569205674317	9.553985423708506	1056.0998817937514	826.5727957425912	57.78225417903561	815.5375873949135	NaN
0.11	1	0.1155	4110.856367617119	2601.769026829889	9.600576247844229	1064.8546015131888	833.5150731601765	57.56837313932516	822.3254399707254	NaN
0.11	1	0.1155	4111.032202676381	2610.4151350223565	9.648828446634344	1073.5490588133869	840.5119893972789	57.36236081236491	829.1684479404423	NaN
