bC	FB	rho	time	Z1	Z2	X1	XC	A	M
0.11	1	0.1155	2291.4693574825624	1553.2901648627135	17.07917954740435	796.679975962997	883.2523649873106	81.09592790556366	877.372068767613	NaN
0.11	1	0.1155	2291.612067916978	1558.2328019732947	17.0349349112446	798.6181287083735	883.791288661013	80.98315142000946	877.8842708013285	NaN
0.11	1	0.1155	2291.754778351393	1563.1528384267845	16.991681103665897	800.5707442501483	884.3544149296595	80.87085119683833	878.4205246720986	NaN
0.11	1	0.1155	2291.8974887858085	1568.0492383332025	16.9494160968209	802.5374210911002	884.9416342589728	80.75905055606744	878.9807255597057	NaN
0.11	1	0.1155	2292.0401992202233	1572.9209704525372	16.90813771526849	804.5177546358098	885.5528320703131	80.64777272014472	879.5647636742527	NaN
0.11	1	0.1155	2292.182909654639	1577.7670084173938	16.867843643113385	806.5113372750427	886.1878887621413	80.53704080905813	880.172524277668	NaN
0.11	1	0.1155	2292.3256200890537	1582.586330954531	16.82853143097356	808.517758470825	886.846679732564	80.42687783547052	880.8038877062468	NaN
0.11	1	0.1155	2292.4683305234694	1587.3779221052337	16.790198502775738	810.536604842192	887.5290754029587	80.31730669988195	881.458729394226	NaN
0.11	1	0.1155	2292.611040957884	1592.1407714444824	16.752842162379686	812.5674602515907	888.2349412426712	80.20835018582001	882.1369198983831	NaN
0.11	1	0.1155	2292.7537513923	1596.873874298871	16.71645960003205	814.6099058919151	888.9641377947837	80.10003095505957	882.838324923655	NaN
0.11	1	0.1155	2292.8964618267146	1601.5762319632295	16.681047898650746	816.6635203741569	889.7165207029464	79.99237154287277	883.5628053497717	NaN
0.11	1	0.1155	2293.0391722611303	1606.2468519159065	16.64660403994108	818.7278798156489	890.4919407392682	79.88539435331101	884.310217258894	NaN
0.11	1	0.1155	2293.181882695545	1610.88474803267	16.61312491034496	820.8025579288832	891.2902438332626	79.77912165451922	885.0804119642535	NaN
0.11	1	0.1155	2293.3245931299607	1615.4889407991775	16.58060730682463	822.8871261108828	892.1112711018387	79.67357557408413	885.8732360397825	NaN
0.11	1	0.1155	2293.4673035643755	1620.0584575219787	16.549047942482574	824.9811535331077	892.9548588803383	79.5687780944172	886.6885313507321	NaN
0.11	1	0.1155	2293.610013998791	1624.5923325380045	16.51844345201947	827.0842072318736	893.820838754605	79.46475104817318	887.5261350852663	NaN
0.11	1	0.1155	2293.752724433206	1629.089607422501	16.488790397031707	829.1958521992652	894.709037594085	79.36151611370563	888.3858797870269	NaN
0.11	1	0.1155	2293.8954348676216	1633.549331195365	16.460085271150863	831.3156514745209	895.6192775859502	79.25909481056019	889.2675933886595	NaN
0.11	1	0.1155	2294.0381453020364	1637.970560525842	16.432324505026905	833.4431662358704	896.5513762702368	79.15750849500597	890.1710992462962	NaN
0.11	1	0.1155	2294.180855736452	1642.3523599355435	16.405504471157343	835.5779558928045	897.5051465759927	79.05677835560729	891.0962161749816	NaN
0.11	1	0.1155	2294.323566170867	1646.693801999743	16.379621488564638	837.7195781787561	898.4803968584268	78.95692540883532	892.0427584850368	NaN
0.11	1	0.1155	2294.4662766052825	1650.993967546913	16.354671827323987	839.8675892441715	899.476930937051	78.85797049472099	893.0105360193528	NaN
0.11	1	0.1155	2294.6089870396972	1655.251945856456	16.330651712944015	842.0215437499518	900.4945481348082	78.7599342725502	893.999354191603	NaN
0.11	1	0.1155	2294.751697474113	1659.4668348546002	16.3075573306026	844.1809949612434	901.533043318179	78.6628372166017	895.0090140253664	NaN
0.11	1	0.1155	2294.8944079085277	1663.6377413084108	16.285384829240385	846.3454948415579	902.5922069382567	78.56669961192904	896.0393121941535	NaN
0.11	1	0.1155	2295.0371183429434	1667.7637810178846	16.264130325514397	848.5145941471977	903.6718250727833	78.47154155018643	897.0900410623235	NaN
0.11	1	0.1155	2295.1801113106194	1671.8521110981326	16.243750542400736	850.6921488617667	904.7738768480382	78.37719751781184	898.1631288641304	NaN
0.11	1	0.1155	2295.3237282090386	1675.9111783641797	16.224201566976188	852.8829401597343	905.9009612433307	78.28347177100714	899.2611117573477	NaN
0.11	1	0.1155	2295.4682406590846	1679.9470290325403	16.20545698954099	855.0907053109103	907.0552982818756	78.19022349636113	900.3861612108673	NaN
0.11	1	0.1155	2295.61390650678	1683.9649386382264	16.187498957720425	857.3189777792858	908.2391363653537	78.09732924887604	901.5404801395138	NaN
0.11	1	0.1155	2295.760960084198	1687.9691503952783	16.170318882819565	859.5709282042998	909.4546592898264	78.00468902450312	902.7262120220634	NaN
0.11	1	0.1155	2295.909623617539	1691.9631993418461	16.1539155207983	861.8495292627516	910.7040647327786	77.91221879175032	903.9455172000065	NaN
0.11	1	0.1155	2296.060110055132	1695.9499866364881	16.138294371690915	864.1575902268864	911.9895785595147	77.81984878363332	905.2005867346057	NaN
0.11	1	0.1155	2296.212627890236	1699.9318991660516	16.1234670129294	866.4978223630919	913.3134890058335	77.72752073074622	906.4936757415744	NaN
0.11	1	0.1155	2296.3673846114734	1703.9108824142836	16.109450753340454	868.872883262697	914.6781726346705	77.63518616524316	907.8271287881718	NaN
0.11	1	0.1155	2296.5245900655964	1707.8885016572165	16.096268443739472	871.285419422411	916.0861222508393	77.5428049851343	909.2034072814544	NaN
0.11	1	0.1155	2296.6844593207975	1711.8659806387714	16.083948474247624	873.7381004167767	917.5399728448073	77.45034453085174	910.6251150067579	NaN
0.11	1	0.1155	2296.847215365606	1715.8442263267084	16.072524917069906	876.233649460414	919.042528132248	77.35777897509723	912.0950243205732	NaN
0.11	1	0.1155	2297.0130913611374	1719.8238325154152	16.062037829212464	878.7748656813114	920.5967847967192	77.26508919448351	913.6161001673128	NaN
0.11	1	0.1155	2297.182332583354	1723.8050658011616	16.052533692265293	881.3646398488868	922.2059552334308	77.17226304183093	915.1915226957575	NaN
0.11	1	0.1155	2297.3551976527115	1727.7878246894365	16.044065998557066	884.0059570450586	923.8734844879998	77.0792962355599	916.8247042547064	NaN
0.11	1	0.1155	2297.5319604895194	1731.7716052758421	16.036695899334365	886.7019078995714	925.6030747568889	76.98619308671702	918.5193138542182	NaN
0.11	1	0.1155	2297.712907051587	1735.755340527609	16.030493140534315	889.4556174400644	927.3986586200639	76.89297017331685	920.2792514434743	NaN
0.11	1	0.1155	2297.8983322915456	1739.7372471608767	16.02553689202725	892.2701749447189	929.2643708537158	76.79965984580012	922.1086207621905	NaN
0.11	1	0.1155	2298.0885344795884	1743.7146212027826	16.02191651906651	895.1485216574914	931.2044895083172	76.70631494750131	924.0116720065248	NaN
0.11	1	0.1155	2298.283804088838	1747.6835380858756	16.019732162552074	898.0932552874054	933.2233142900133	76.61301580585788	925.9926828634974	NaN
0.11	1	0.1155	2298.4844074197326	1751.6384869497192	16.019094801981282	901.1063569198068	935.3249786161969	76.51987883182416	928.0557741869485	NaN
0.11	1	0.1155	2298.6905634614627	1755.5719408366754	16.020125442449658	904.1888222426404	937.513174096497	76.42706672942788	930.2046392644096	NaN
0.11	1	0.1155	2298.9024149407046	1759.4739216836738	16.022952979261515	907.3402180047219	939.7907913633456	76.33479897998515	932.4421902850183	NaN
0.11	1	0.1155	2299.119997023593	1763.331663532136	16.027710390033864	910.558223376773	942.1595103539153	76.24336020703518	934.770154299914	NaN
0.11	1	0.1155	2299.3432107163453	1767.1295219189449	16.03452924942369	913.8382679194364	944.6194174878365	76.15310294074801	937.1886946643376	NaN
0.11	1	0.1155	2299.571809396328	1770.8492582615486	16.04353313208111	917.1733933067678	947.168751319984	76.06444168734755	939.6961579332788	NaN
0.11	1	0.1155	2299.8054056313276	1774.4707504907094	16.05483106443701	920.5544386415157	949.8038733416016	75.97783696719267	942.2890416841768	NaN
0.11	1	0.1155	2300.0434978668254	1777.9730137164568	16.068512326673805	923.9705295175535	952.5194806528112	75.89377191099017	944.9622003512789	NaN
0.11	1	0.1155	2300.285513082348	1781.3353535616739	16.084643714256785	927.4097955249779	955.3090346114353	75.81272546169359	947.7092642540995	NaN
0.11	1	0.1155	2300.5308515001393	1784.5383611444074	16.103269312691662	930.8600986120084	958.1652555450365	75.73514902430732	950.5231247276178	NaN
0.11	1	0.1155	2300.7789182241145	1787.5645339485316	16.12441167881759	934.3095507145372	961.0805035203996	75.66145176457366	953.3963081139727	NaN
0.11	1	0.1155	2301.0291619825875	1790.3988010922103	16.14807563798923	937.747100972042	964.0472710436713	75.59198785208518	956.3214610524028	NaN
0.11	1	0.1155	2301.281091025939	1793.0285968523472	16.174251916673125	941.1627722212424	967.0584282253766	75.52705435145424	959.2915927398232	NaN
0.11	1	0.1155	2301.534286194844	1795.4437990576696	16.20292144841748	944.5478344630739	970.1074417803974	75.46689220729957	962.3002919450655	NaN
0.11	1	0.1155	2301.7884021762666	1797.6364761666443	16.234058980421874	947.8947983554028	973.1884532892362	75.41169180471955	965.3418055676423	NaN
0.11	1	0.1155	2302.0431641510827	1799.600572754322	16.26763615052244	951.1973363421357	976.2962956864116	75.36160003258455	968.4110563414985	NaN
0.11	1	0.1155	2302.298358337922	1801.3315577369083	16.303623485427426	954.4501197137462	979.4264263418252	75.3167283417468	971.5035781310414	NaN
0.11	1	0.1155	2302.5538192518043	1802.8260945283137	16.34199134432825	957.6486174358449	982.5748090251641	75.27716040295348	974.6154005091017	NaN
0.11	1	0.1155	2302.809413695403	1804.0817588378775	16.382709595968567	960.7888646084219	985.7377450036441	75.24295878381865	977.7428827246499	NaN
0.11	1	0.1155	2303.065023076569	1805.0968346181153	16.425746103513315	963.8672278377271	988.9116740855736	75.21416991715782	980.8825175120642	NaN
0.11	1	0.1155	2303.3206324577354	1805.87047867304	16.47108364030856	966.8814380053142	992.0942991586701	75.1908182986362	984.0320444052603	NaN
0.11	1	0.1155	2303.5762418389018	1806.4020908294444	16.518707643313054	969.829453563822	995.283500794254	75.17292271157213	987.1893774912737	NaN
0.11	1	0.1155	2303.831851220068	1806.6912339921466	16.568603888179478	972.7092766399536	998.4771541790095	75.1604983670239	990.3524243863827	NaN
0.11	1	0.1155	2304.0874606012344	1806.7376344874667	16.620758474591742	975.5189544043873	1001.6731305440444	75.15355688933715	993.5190876058418	NaN
0.11	1	0.1155	2304.3430699824007	1806.5411822955462	16.67515781016363	978.2565804114704	1004.8692985973763	75.15210630373123	996.6872659388133	NaN
0.11	1	0.1155	2304.598679363567	1806.1019311712828	16.73178859290089	980.9202959077753	1008.0635259588634	75.156151025944	999.8548558277154	NaN
0.11	1	0.1155	2304.8542887447334	1805.4200986537317	16.790637792226605	983.5082911086141	1011.2536805965983	75.16569185395649	1003.0197527511955	NaN
0.11	1	0.1155	2305.1098981258997	1804.4960659638946	16.851692628565413	986.0188064416315	1014.4376322637814	75.1807259618183	1006.1798526099294	NaN
0.11	1	0.1155	2305.365507507066	1803.330377790889	16.914940551478825	988.4501337566177	1017.6132539350866	75.20124689559694	1009.3330531144377	NaN
0.11	1	0.1155	2305.6211168882323	1801.9237419665635	16.980369216339476	990.8006175007022	1020.7784232415394	75.22724457147429	1012.4772551741023	NaN
0.11	1	0.1155	2305.8767262693987	1800.277029028693	17.04796645952885	993.0686558581148	1023.9310239029206	75.25870527601411	1015.6103642865592	NaN
0.11	1	0.1155	2306.132335650565	1798.3912716729662	17.117720272139522	995.2527018537221	1027.0689471567152	75.29561166862577	1018.7302919266263	NaN
0.11	1	0.1155	2306.3879450317313	1796.2676640940406	17.18961877215925	997.3512644195735	1030.190093182625	75.33794278624836	1021.8349569339251	NaN
0.11	1	0.1155	2306.6435544128976	1793.9075612160204	17.26365017511138	999.3629094237095	1033.2923725216715	75.38567405028147	1024.9222868983386	NaN
0.11	1	0.1155	2306.899163794064	1791.3124778127815	17.339802763122698	1001.2862606605177	1036.3737074889073	75.43877727578626	1027.9902195424388	NaN
0.11	1	0.1155	2307.1547731752303	1788.4840875186335	17.418064852386983	1003.1200008019381	1039.4320335787763	75.49722068298334	1031.0367041000113	NaN
0.11	1	0.1155	2307.4103825563966	1785.4242217298931	17.498424758989906	1004.8628723088544	1042.4653008621492	75.56096891106986	1034.0597026897892	NaN
0.11	1	0.1155	2307.665991937563	1782.1348683979998	17.580870763058073	1006.5136783020245	1045.4714753740784	75.62998303438101	1037.0571916835029	NaN
0.11	1	0.1155	2307.9216013187292	1778.618170714887	17.665391071193003	1008.0712833919364	1048.4485404913157	75.70422058091646	1040.0271630673453	NaN
0.11	1	0.1155	2308.1772106998956	1774.8764256913873	17.751973777148343	1009.5346144670023	1051.394498298647	75.78363555325437	1042.967625795935	NaN
0.11	1	0.1155	2308.432820081062	1770.9120826295232	17.84060682070696	1010.9026614395237	1054.3073709431044	75.86817845187181	1045.8766071378648	NaN
0.11	1	0.1155	2308.688429462228	1766.7277414896	17.931277944712846	1012.1744779489	1057.1852019751188	75.95779630088958	1048.7521540119026	NaN
0.11	1	0.1155	2308.9440388433945	1762.326151153095	18.02397465021115	1013.3491820215675	1060.0260576756943	76.05243267625616	1051.5923343129152	NaN
0.11	1	0.1155	2309.1723883995965	1758.212602285793	18.1084882825476	1014.3158106762077	1062.5311174435944	76.14117193850309	1054.098151190031	NaN
0.11	1	0.1155	2309.4007379557984	1753.9301430217615	18.194598899996937	1015.2037446551064	1065.003799018403	76.23382372570867	1056.5728724288838	NaN
0.11	1	0.1155	2309.6290875120003	1749.4810274562153	18.28229696162282	1016.0124877944083	1067.4427747869297	76.33034095160316	1059.0151680322365	NaN
0.11	1	0.1155	2309.857437068202	1744.8675997168639	18.371572609380298	1016.7415862784279	1069.846734724375	76.4306744157987	1061.423724491673	NaN
0.11	1	0.1155	2310.085786624404	1740.0922927449467	18.462415678435402	1017.3906288950844	1072.2143871048938	76.53477282647584	1063.7972455071088	NaN
0.11	1	0.1155	2310.2898321211883	1735.6903415612298	18.54490753543522	1017.9025616981226	1074.2982861228256	76.63093337085111	1065.887460174604	NaN
0.11	1	0.1155	2310.4938776179724	1731.1630039418712	18.628634756769024	1018.3500445478734	1076.3512837027786	76.73001804888642	1067.94777988048	NaN
0.11	1	0.1155	2310.6979231147566	1726.5121905741767	18.713589382536956	1018.7328712364132	1078.372498001264	76.83198612236005	1069.9773173526555	NaN
0.11	1	0.1155	2310.9019686115407	1721.7398654100825	18.799763142484238	1019.0508632003266	1080.3610604989453	76.9367955817046	1071.9751979791497	NaN
0.11	1	0.1155	2311.106014108325	1716.8480448513083	18.887147468337382	1019.3038696030254	1082.3161163774116	77.04440316231931	1073.9405601943467	NaN
0.11	1	0.1155	2311.310059605109	1711.8387968796787	18.975733474191617	1019.491767405092	1084.2368248901175	77.15476436151485	1075.8725558601823	NaN
0.11	1	0.1155	2311.492945906576	1707.2509440108006	19.05614694434865	1019.6047706343389	1085.9284913164804	77.25598389585629	1077.575165935318	NaN
0.11	1	0.1155	2311.6758322080436	1702.5720159809837	19.13751146694892	1019.6653421207544	1087.5913156509191	77.35934510697665	1079.2497092219687	NaN
0.11	1	0.1155	2311.858718509511	1697.80360395166	19.219819933465278	1019.6734504018209	1089.2247227510525	77.46481348529042	1080.895603980446	NaN
0.11	1	0.1155	2312.0416048109782	1692.9473300810535	19.30306494861509	1019.629082056076	1090.8281474282805	77.57235376729608	1082.5122780381455	NaN
0.11	1	0.1155	2312.2244911124453	1688.0048469829972	19.38723884072967	1019.5322417103306	1092.4010346451078	77.68192994707672	1084.0991689946218	NaN
0.11	1	0.1155	2312.407377413913	1682.9778371517236	19.472333648827153	1019.3829520406263	1093.9428397089775	77.79350528811419	1085.6557244234657	NaN
0.11	1	0.1155	2312.5902637153804	1677.8680123744134	19.5583411079815	1019.1812537668485	1095.4530284625469	77.90704233541156	1087.181402070907	NaN
0.11	1	0.1155	2312.7731500168475	1672.6771131329874	19.645252634277078	1018.9272056409912	1096.931077470333	78.02250292792218	1088.6756700510527	NaN
0.11	1	0.1155	2312.9375336404596	1667.943651077552	19.72413546169322	1018.6542492049141	1098.2317419911674	78.12789178387153	1089.9915284403037	NaN
0.11	1	0.1155	2313.1019172640717	1663.1474210551235	19.803734740922263	1018.3391295363557	1099.505662224783	78.23477459637948	1091.2812186483275	NaN
0.11	1	0.1155	2313.266300887684	1658.2897438661255	19.884043537346745	1017.9819265071274	1100.7524809650884	78.3431222452772	1092.5443766361204	NaN
0.11	1	0.1155	2313.430684511296	1653.3719574774793	19.965054650201687	1017.5827316918625	1101.971848444477	78.45290518213307	1093.7806455948007	NaN
0.11	1	0.1155	2313.595068134908	1648.3954166608794	20.04676062012545	1017.1416483434107	1103.1634224327017	78.56409343836262	1094.9896760501276	NaN
0.11	1	0.1155	2313.7594517585203	1643.36149261006	20.129153720527395	1016.6587913649564	1104.3268683336403	78.67665663348593	1096.1711259650037	NaN
0.11	1	0.1155	2313.9238353821324	1638.271572551989	20.2122259476027	1016.1342872788175	1105.4618592799286	78.79056398353073	1097.3246608399265	NaN
0.11	1	0.1155	2314.0882190057446	1633.1270593532008	20.295969010095007	1015.5682741919215	1106.5680762254303	78.90578430957801	1098.4499538113514	NaN
0.11	1	0.1155	2314.2526026293567	1627.9293711214482	20.38037431889165	1014.9609017579738	1107.6452080355207	79.02228604644834	1099.546685747932	NaN
0.11	1	0.1155	2314.416986252969	1622.6799408028044	20.465432976461432	1014.3123311363225	1108.6929515751517	79.14003725152487	1100.6145453446052	NaN
0.11	1	0.1155	2314.581369876581	1617.380215774322	20.55113576613953	1013.6227349475299	1109.7110117946766	79.25900561371195	1101.6532292144825	NaN
0.11	1	0.1155	2314.745753500193	1612.031657432368	20.637473141264312	1012.8922972256631	1110.6991018134079	79.37915846252453	1102.6624419785205	NaN
0.11	1	0.1155	2314.893643386091	1607.1792452358934	20.715681824210407	1012.200410237215	1111.5622092801734	79.48824046224281	1103.544972147294	NaN
0.11	1	0.1155	2315.041533271988	1602.2895845317405	20.79438867911933	1011.4757744820384	1112.4006362893708	79.59823017461368	1104.4032124164894	NaN
0.11	1	0.1155	2315.1894231578854	1597.3637669222335	20.873586039776303	1010.7185474422084	1113.2141912074578	79.70910310082942	1105.2369646544241	NaN
0.11	1	0.1155	2315.337313043783	1592.4028921320757	20.953265983012308	1009.9288939389036	1114.0026879467318	79.82083453001297	1106.0460361850928	NaN
0.11	1	0.1155	2315.485202929681	1587.4080677662348	21.033420333593448	1009.1069860951612	1114.7659460080397	79.93339954491904	1106.8302398345434	NaN
0.11	1	0.1155	2315.633092815578	1582.3804090553792	21.11404065852913	1008.2530032969753	1115.5037905222173	80.04677302769554	1107.589393975983	NaN
0.11	1	0.1155	2315.7809827014753	1577.3210385984294	21.195118260304273	1007.3671321527075	1116.2160522902439	80.16092966570376	1108.3233225735976	NaN
0.11	1	0.1155	2315.928872587373	1572.2310861032076	21.276644169962722	1006.4495664508183	1116.902567822108	80.27584395739535	1109.0318552250765	NaN
0.11	1	0.1155	2316.0767624732707	1567.1116881253392	21.358609140137503	1005.5005071159261	1117.563179374368	80.39149021824443	1109.714827202827	NaN
0.11	1	0.1155	2316.224652359168	1561.963987805475	21.441003638041977	1004.5201621632053	1118.197734986406	80.50784258673357	1110.3720794938686	NaN
0.11	1	0.1155	2316.3725422450652	1556.7891346049064	21.523817838428872	1003.5087466511299	1118.8060885153586	80.62487503039148	1111.0034588383915	NaN
0.11	1	0.1155	2316.520432130963	1551.5882840396303	21.607041616523205	1002.4664826325777	1119.3880996697226	80.74256135188061	1111.6088177669737	NaN
0.11	1	0.1155	2316.6683220168607	1546.3625974129354	21.690664540936123	1001.3935991043019	1119.9436340416223	80.86087519513362	1112.1880146364404	NaN
0.11	1	0.1155	2316.816211902758	1541.1132415465745	21.77467586656646	1000.2903319547825	1120.4725631377341	80.97979005153573	1112.7409136643587	NaN
0.11	1	0.1155	2316.964101788655	1535.8413885105892	21.859064527497637	999.1569239104705	1120.9747644088593	81.09927926615259	1113.2673849621551	NaN
0.11	1	0.1155	2317.111991674553	1530.5482153518567	21.943819129897946	997.9936244804353	1121.4501212781347	81.2193160440002	1113.7673045668475	NaN
0.11	1	0.1155	2317.2598815604506	1525.2349038214263	22.02892794493241	996.8006898994281	1121.8985231678814	81.339873456357	1114.2405544713824	NaN
0.11	1	0.1155	2317.407771446348	1519.902640100717	22.114378901695492	995.5783830693745	1122.319865525079	81.46092444711435	1114.6870226535668	NaN
0.11	1	0.1155	2317.555661332245	1514.5526145266435	22.200159580173608	994.3269734993095	1122.7140498454582	81.58244183916484	1115.1066031035878	NaN
0.11	1	0.1155	2317.703551218143	1509.1860213157468	22.28625720424768	993.0467372437691	1123.0809836962114	81.70439834082612	1115.4991958501112	NaN
0.11	1	0.1155	2317.8514411040405	1503.8040582873946	22.372658634745996	991.7379568396525	1123.4205807373116	81.82676655229841	1115.8647069849524	NaN
0.11	1	0.1155	2317.999330989938	1498.4079265861315	22.459350362558265	990.4009212415672	1123.7327607414331	81.94951897215363	1116.2030486863093	NaN
0.11	1	0.1155	2318.147220875835	1492.9988304032477	22.546318501822345	989.0359257556775	1124.0174496124728	82.07262800385449	1116.514139240555	NaN
0.11	1	0.1155	2318.280179947732	1488.1257595087063	22.62473063464531	987.7851193225075	1124.249872379195	82.18358965963294	1116.7704967691427	NaN
0.11	1	0.1155	2318.413139019629	1483.2440640531322	22.703344007154506	986.5121807536602	1124.459974634505	82.29479700485996	1117.004716026622	NaN
0.11	1	0.1155	2318.546098091526	1478.3546242956818	22.782147731288635	985.2173375156308	1124.6477152907555	82.40622981505378	1117.2167503548872	NaN
0.11	1	0.1155	2318.679057163423	1473.458321783807	22.861130649001076	983.9008210516016	1124.8130573034662	82.51786781992854	1117.406557131794	NaN
0.11	1	0.1155	2318.81201623532	1468.5560391946262	22.940281335044922	982.5628667385076	1124.9559676782596	82.62969070729115	1117.5740977798894	NaN
0.11	1	0.1155	2318.9449753072167	1463.6486601705215	23.0195880942445	981.2037138433795	1125.0764174770459	82.74167812694823	1117.7193377743608	NaN
0.11	1	0.1155	2319.0779343791137	1458.7370691538192	23.099038958084744	979.823605478957	1125.1743818234515	82.85380969462227	1117.8422466502086	NaN
0.11	1	0.1155	2319.2108934510106	1453.8221512212608	23.17862168128752	978.4227885585774	1125.2498399074968	82.96606499587578	1117.9427980086314	NaN
0.11	1	0.1155	2319.3438525229076	1448.9047919183827	23.258323738474065	977.0015137503475	1125.3027749895157	83.07842359004256	1118.0209695226326	NaN
0.11	1	0.1155	2319.4768115948045	1443.9858770938654	23.33813232093402	975.5600354306081	1125.3331744033203	83.19086501416531	1118.0767429418415	NaN
0.11	1	0.1155	2319.6097706667015	1439.066292733887	23.418034333511088	974.0986116367005	1125.3410295586084	83.30336878693893	1118.1101040965452	NaN
0.11	1	0.1155	2319.7427297385984	1434.1469247965204	23.498016391613948	972.6175040190444	1125.326335942613	83.41591441265756	1118.121042900937	NaN
0.11	1	0.1155	2319.8756888104954	1429.2286590462145	23.57806481836124	971.1169777925364	1125.2890931209943	83.52848138516549	1118.1095533555756	NaN
0.11	1	0.1155	2320.0086478823923	1424.312380888398	23.658165641869402	969.59730168728	1125.229304737972	83.64104919181065	1118.0756335490569	NaN
0.11	1	0.1155	2320.1416069542893	1419.3989752042444	23.73830459269266	968.0587478986547	1125.1469785157005	83.75359731739958	1118.0192856588951	NaN
0.11	1	0.1155	2320.274566026186	1414.4893261856396	23.81846710142447	966.5015920367377	1125.0421262528869	83.86610524815316	1117.9405159516161	NaN
0.11	1	0.1155	2320.407525098083	1409.5843171703896	23.898638296470086	964.9261130750855	1124.9147638226466	83.97855247566187	1117.8393347820625	NaN
0.11	1	0.1155	2320.54048416998	1404.6848304777106	23.978803001999996	963.3325932988872	1124.764911169605	84.0909185008401	1117.715756591908	NaN
0.11	1	0.1155	2320.673443241877	1399.7917472440413	24.058945736094437	961.7213182525013	1124.5925923062416	84.20318283787832	1117.569799907386	NaN
0.11	1	0.1155	2320.806402313774	1394.9059472592157	24.13905070908906	960.0925766863841	1124.397835308474	84.31532501819201	1117.4014873362241	NaN
0.11	1	0.1155	2320.939361385671	1390.0283088030403	24.219101822132334	958.4466605034232	1124.1806723104896	84.42732459436682	1117.2108455637992	NaN
0.11	1	0.1155	2321.072320457568	1385.1597084823145	24.2990826659653	956.7838647046868	1123.9411394988215	84.53916114409861	1116.9979053485001	NaN
0.11	1	0.1155	2321.205279529465	1380.3010210683344	24.378976519934398	955.1044873345991	1123.6792771056696	84.65081427412794	1116.7627015163073	NaN
0.11	1	0.1155	2321.338238601362	1375.4531193349248	24.458766351248514	953.4088294255546	1123.39512940147	84.76226362416753	1116.5052729545864	NaN
0.11	1	0.1155	2321.4711976732588	1370.6168738970343	24.538434814491207	951.6971949419822	1123.0887446867132	84.873488870822	1116.225662605102	NaN
0.11	1	0.1155	2321.6041567451557	1365.793153049941	24.61796425139945	949.9698907238723	1122.7601752830135	84.98446973149949	1115.9239174562467	NaN
0.11	1	0.1155	2321.7371158170527	1360.9828226091063	24.69733669092037	948.2272264297764	1122.4094775234303	85.09518596831315	1115.6000885344947	NaN
0.11	1	0.1155	2321.8700748889496	1356.186745750718	24.77653384955725	946.4695144792953	1122.036711742043	85.20561739197254	1115.254230895073	NaN
0.11	1	0.1155	2322.0030339608466	1351.4057828529674	24.855537132016572	944.6970699950646	1121.6419422627848	85.31574386566346	1114.8864036118628	NaN
0.11	1	0.1155	2322.1359930327435	1346.640791338097	24.934327632167605	942.9102107442519	1121.2252373875317	85.42554530891577	1114.4966697665225	NaN
0.11	1	0.1155	2322.2689521046404	1341.8926255152626	25.0128861343263	941.1092570795785	1120.7866693834565	85.53500170145769	1114.0850964368458	NaN
0.11	1	0.1155	2322.4019111765374	1337.1621364242524	25.09119311487522	939.294531879878	1120.3263144696434	85.6440930870562	1113.6517546843481	NaN
0.11	1	0.1155	2322.5348702484343	1332.4501716801	25.16922874423096	937.4663604902054	1119.8442528029707	85.75279957734242	1113.1967195410898	NaN
0.11	1	0.1155	2322.6678293203313	1327.7575753186345	25.246972889171104	935.6250706615086	1119.3405684632628	85.86110135562107	1112.7200699957375	NaN
0.11	1	0.1155	2322.8007883922282	1323.0851876430113	25.324405115532095	933.7709924898777	1118.8153494377152	85.96897868066308	1112.2218889788667	NaN
0.11	1	0.1155	2322.933747464125	1318.4338450712573	25.40150469128955	931.9044583553836	1118.2686876045937	86.07641189048043	1111.7022633475103	NaN
0.11	1	0.1155	2323.066706536022	1313.8043799848772	25.478250590032584	930.0258028605211	1117.700678716214	86.18338140608233	1111.161283868955	NaN
0.11	1	0.1155	2323.199665607919	1309.1976205785572	25.554621494843268	928.1353627682698	1117.111422381205	86.28986773521234	1110.5990452037897	NaN
0.11	1	0.1155	2323.332624679816	1304.6143907110063	25.630595802592524	926.2334769397847	1116.5010220460572	86.39585147606437	1110.0156458882107	NaN
0.11	1	0.1155	2323.465583751713	1300.055509756976	25.706151628663175	924.3204862717351	1115.8695849759602	86.50131332097776	1109.4111883155895	NaN
0.11	1	0.1155	2323.59854282361	1295.5217924604972	25.781266812110857	922.3967336333011	1115.217222234939	86.60623406011081	1108.7857787173004	NaN
0.11	1	0.1155	2323.731501895507	1291.014048789368	25.855918921273368	920.4625638028452	1114.5440486652851	86.71059458508988	1108.1395271428235	NaN
0.11	1	0.1155	2323.864460967404	1286.533083790938	25.93008525983817	918.518323404272	1113.8501828662934	86.8143758926361	1107.4725474391164	NaN
0.11	1	0.1155	2323.997420039301	1282.0796974492218	26.003742873378197	916.5643608430906	1113.135747172304	86.91755908816582	1106.7849572292687	NaN
0.11	1	0.1155	2324.1303791111977	1277.6546845433782	26.076868556364847	914.6010262421951	1112.4008676300593	87.02012538936665	1106.076877890439	NaN
0.11	1	0.1155	2324.2633381830947	1273.258834507593	26.14943885966739	912.6286713773769	1111.645673975377	87.12205612974657	1105.3484345310803	NaN
0.11	1	0.1155	2324.3962972549916	1268.892931292402	26.221430098547142	910.647649612584	1110.870299609145	87.2233327621555	1104.5997559674606	NaN
