FB	rho	time	Z1	Z2	X1	XC	A	M
1	0.06	0.0	2777.7777777777783	10.799999999999999	1666.6666666666667	1000.0	83.42386697784312	993.7165994969157	NaN
1	0.06	0.809627510420137	2777.7777777777783	10.799999999999999	1666.6666666666667	1000.0	83.42386699125319	993.7165994760358	NaN
1	0.06	2.363264423725152	2777.7777777777783	10.799999999999999	1666.6666666666667	1000.0	83.42386695897893	993.7165994588507	NaN
1	0.06	4.47966612189655	2777.7777777777783	10.799999999999999	1666.6666666666667	1000.0	83.42386697651978	993.7165994849887	NaN
1	0.06	7.573885114823289	2777.7777777777783	10.799999999999999	1666.6666666666667	1000.0	83.42386696044136	993.7165994709045	NaN
1	0.06	12.128234354105789	2777.7777777777783	10.799999999999999	1666.6666666666667	1000.0	83.42386696887945	993.7165994668429	NaN
1	0.06	18.985935707667846	2777.7777777777783	10.799999999999999	1666.6666666666667	1000.0	83.42386697091108	993.7165994698229	NaN
1	0.06	30.13307208592345	2777.7777777777783	10.799999999999999	1666.6666666666667	1000.0	83.42386696985933	993.7165994716482	NaN
1	0.06	49.915149632643335	2777.7777777777783	10.799999999999999	1666.6666666666667	1000.0	83.42386696947831	993.7165994728774	NaN
1	0.06	90.30165609470929	2777.7777777777783	10.799999999999999	1666.6666666666667	1000.0	83.42386696970338	993.7165994732435	NaN
1	0.06	195.11153253802547	2777.7777777777783	10.799999999999999	1666.6666666666667	1000.0	83.42386696976205	993.7165994732371	NaN
1	0.06	500.0	2777.7777777777783	10.799999999999999	1666.6666666666667	1000.0	83.42386696976203	993.7165994732339	NaN
1	0.063	500.0	2777.7777777777783	10.799999999999999	1666.6666666666667	1000.0	83.42386697784312	993.7165994969157	NaN
1	0.063	500.007540326455	2777.77777495174	10.800039805638038	1666.6666666663427	1000.037687421716	83.42365651108759	993.7166002897284	NaN
1	0.063	500.0138157870664	2777.777761107212	10.800126420508013	1666.6666666631468	1000.0690312383065	83.42316103258929	993.7166043708096	NaN
1	0.063	500.02330644755943	2777.7777025204314	10.800331819214453	1666.6666666395536	1000.1163965456019	83.42186075243994	993.7166228716773	NaN
1	0.063	500.03362321529346	2777.7775658638184	10.800635026999224	1666.666666555214	1000.1678337627657	83.41969784475383	993.7166696022817	NaN
1	0.063	500.04639258014384	2777.777261777622	10.801095710118593	1666.666666287064	1000.2314256637304	83.41594518852013	993.7167833885278	NaN
1	0.063	500.060971967396	2777.7766986331067	10.80170338285281	1666.666665608247	1000.3039323269517	83.41021504189612	993.7170162533046	NaN
1	0.063	500.07809301292644	2777.7757066551208	10.80249088324821	1666.666664025107	1000.3889443932399	83.40153387863371	993.7174733746336	NaN
1	0.063	500.0978808639098	2777.7740787392113	10.803463072197024	1666.6666606605104	1000.4870169413468	83.3888995423653	993.7183160530947	NaN
1	0.063	500.1210072551054	2777.7714878608613	10.804647986478916	1666.666653838627	1000.6013902864955	83.37064282536288	993.7198333815654	NaN
1	0.063	500.1480997348992	2777.767479994476	10.806071455913347	1666.6666405514004	1000.7350422078779	83.34454441847627	993.722506876216	NaN
1	0.063	500.1798261526826	2777.7614310056356	10.807761583765787	1666.666615543817	1000.8910945159452	83.30765006514443	993.7271282314414	NaN
1	0.063	500.2157679256074	2777.7528000399197	10.809689324646172	1666.666571582606	1001.0672836496555	83.25781118138455	993.7346917596951	NaN
1	0.063	500.25480644177134	2777.741283494923	10.811789480883142	1666.6665005255668	1001.2579370143037	83.19430628638867	993.7462164863075	NaN
1	0.063	500.29648098418966	2777.7265332120473	10.814034421919512	1666.666392264259	1001.4606440814063	83.11616040810293	993.7629377491379	NaN
1	0.063	500.34035084321175	2777.708275348343	10.81639923732222	1666.6662354931095	1001.6731181860221	83.02288101099336	993.7861713675002	NaN
1	0.063	500.38608676740375	2777.686271414729	10.818865801037052	1666.6660177156032	1001.8936394326834	82.91425932703447	993.8173103190046	NaN
1	0.063	500.43336691414675	2777.6603523305366	10.82141669034903	1666.665725856194	1002.1205478254677	82.79054431980605	993.8577311764799	NaN
1	0.063	500.4819264857174	2777.630390669375	10.824037655074346	1666.665346356145	1002.3524813711398	82.65229157343987	993.9087787936684	NaN
1	0.063	500.5315289475039	2777.5963067989564	10.826715989108315	1666.6648655613774	1002.5882347605744	82.50037793362118	993.971709909293	NaN
