tspan	CoRaDyn(bC)
1.0	0.999984319331728
69.6875	0.45895886719082124
138.375	0.306059215506856
207.0625	0.22978701149413916
275.75	0.18333181970732496
344.4375	0.15049396489086264
413.125	0.12660118729023104
481.8125	0.10898835128616519
550.5	0.09553257437896902
619.1875	0.08490903338860697
687.875	0.07637101355351637
756.5625	0.06937880625301517
825.25	0.0635491638849428
893.9375	0.05861754192251743
962.625	0.05439446439614147
1031.3125	0.050738161699723464
1100.0	0.047541808328301696
