pt	FB	rho	time	Z1	Z2	X1	XC	A	M
1.01	1	0.101	516.9147753988716	2297.522857224675	8.087999008692949	921.0725736169262	620.7645944946095	62.93428543875812	617.3564935157005	NaN
1.01	1	0.101	517.109257051292	2297.3879123874576	8.088253539460188	921.0124663085757	620.7474568973865	62.93592102252957	617.3355963993487	NaN
1.01	1	0.101	517.3059997754718	2297.2537451792437	8.08849389116401	920.9518531194902	620.7294393517759	62.93638028198981	617.3143618712504	NaN
1.01	1	0.101	517.5045189560906	2297.1207753625263	8.088719194411183	920.8909115064142	620.7105894107738	62.93592330670327	617.2931548913828	NaN
1.01	1	0.101	517.7044330862462	2296.9893319020257	8.088928863217959	920.8297861054867	620.6909517297861	62.93488332612749	617.2722436513533	NaN
1.01	1	0.101	517.9056119463379	2296.8595638550455	8.089122684986451	920.7685438485041	620.6705507343278	62.93362676307007	617.2517646483876	NaN
1.01	1	0.101	518.1082034856261	2296.7314388251784	8.089300734550008	920.7071672723928	620.6493835833177	62.93251508184082	617.2317161619562	NaN
1.01	1	0.101	518.312587429247	2296.6047889996407	8.089463222374013	920.6455705628568	620.6274210193649	62.931874983792774	617.2119702444342	NaN
1.01	1	0.101	518.5192922169458	2296.479376228652	8.089610344214877	920.5836265666694	620.6046135159843	62.93197676617813	617.1922938551323	NaN
1.01	1	0.101	518.7288765735989	2296.3549719347084	8.089742152873912	920.5212038046762	620.5809031608543	62.933017464780626	617.1723759819029	NaN
1.01	1	0.101	518.9417610518683	2296.23145668704	8.089858463636629	920.4582171087486	620.5562434792196	62.9351048282917	617.1518628567964	NaN
1.01	1	0.101	519.1580278615091	2296.1089238397876	8.089958829113055	920.3946854375339	620.5306256954781	62.938240498260186	617.1304038618302	NaN
1.01	1	0.101	519.3773121000712	2295.9877160423807	8.090042642964406	920.3307601007369	620.5040966356377	62.942308160808686	617.1077008429529	NaN
1.01	1	0.101	519.598964003729	2295.8683073109323	8.090109365018021	920.2666726454019	620.4767439431295	62.947081101448994	617.0835388162457	NaN
1.01	1	0.101	519.8224273739592	2295.7510860529255	8.090158702057394	920.2026226722461	620.448650945234	62.952256844540756	617.0577858638156	NaN
1.01	1	0.101	520.0475168599909	2295.6362212403205	8.090190593722255	920.1386998508688	620.4198591653266	62.957504905746035	617.0303799510145	NaN
1.01	1	0.101	520.2744622260906	2295.523666797292	8.0902050641594	920.0748760303117	620.3903581207554	62.96250868682206	617.0013193169374	NaN
1.01	1	0.101	520.5038180108138	2295.413234258696	8.09020206653922	920.0110360915646	620.3600931460667	62.96699510489121	616.9706572867595	NaN
1.01	1	0.101	520.7363069334846	2295.3046886327184	8.09018138350521	919.9470260632588	620.3289838253955	62.97075418794168	616.9385030255003	NaN
1.01	1	0.101	520.9725896254209	2295.1978638537303	8.09014261675878	919.882718821451	620.2969545971403	62.97365335685717	616.9050334836888	NaN
1.01	1	0.101	521.2129493268843	2295.0927945373483	8.090085303816299	919.8180982463837	620.263979552692	62.975650699560816	616.8705167576591	NaN
1.01	1	0.101	521.457035203222	2294.9897944677487	8.090009152164454	919.7533211303194	620.2301217536753	62.97680744089033	616.8353203333457	NaN
1.01	1	0.101	521.7040139749881	2294.8893474487763	8.089914208188421	919.6886664339393	620.195516504824	62.97728971088565	616.7998493322143	NaN
1.01	1	0.101	521.9531670414161	2294.7918402467867	8.089800731685807	919.6243725786876	620.1602890837564	62.97734524726552	616.7644184004203	NaN
1.01	1	0.101	522.2043468038152	2294.6974025981176	8.089668890117736	919.5605234463709	620.1244877618132	62.97725904128513	616.7291602463584	NaN
1.01	1	0.101	522.4580137514405	2294.6059377578545	8.089518532863082	919.4970497482135	620.0880747935464	62.97730841855621	616.6940168160153	NaN
1.01	1	0.101	522.7150638020978	2294.5172275542777	8.08934910932395	919.4337835441315	620.050948711435	62.97772902547753	616.6587750598304	NaN
1.01	1	0.101	522.9765462745362	2294.4310570560715	8.089159749620253	919.3705357132313	620.0129844294379	62.97869033703931	616.6231243947414	NaN
1.01	1	0.101	523.2432225994911	2294.3473621854546	8.088949590747866	919.307204343251	619.9740984157135	62.98027468155715	616.5867402451064	NaN
1.01	1	0.101	523.5150108457484	2294.2663688210177	8.088718370329714	919.2438976360215	619.9343320717413	62.982456976373435	616.5493922579491	NaN
1.01	1	0.101	523.7908636617609	2294.188559101662	8.088466809407086	919.1809423128691	619.8938719210626	62.985097267737096	616.5110078384402	NaN
1.01	1	0.101	524.0696388112036	2294.114368795275	8.088196025790264	919.1186672795202	619.8529222859249	62.987968871269835	616.4716023610314	NaN
1.01	1	0.101	524.351039091996	2294.04395155208	8.087906549492638	919.0571968133152	619.8115656443488	62.99081353984176	616.4311766997567	NaN
1.01	1	0.101	524.6356919402203	2293.9772279521517	8.087597982000226	918.9964539589275	619.7697498429769	62.99339016007005	616.3897060433363	NaN
1.01	1	0.101	524.9247979629505	2293.914032380846	8.087269157402389	918.9362564754927	619.727340412036	62.99550696400072	616.3471751075269	NaN
1.01	1	0.101	525.2195656553381	2293.85426796915	8.086918696628258	918.8764459866551	619.684205219931	62.997042656885554	616.3036400647758	NaN
