FB	rho	time	Z1	Z2	X1	XC	A	M
1	0.1	0.0	159.44307684323422	188.15492396384357	1000.0000000000001	1000.0000000000001	83.42386696976199	993.7165994732338	NaN
1	0.1	9.999999999999999e-5	159.44307684323422	188.15492396384357	1000.0000000000001	1000.0000000000001	83.42386696976199	993.7165994732338	NaN
1	0.1	0.0010999999999999998	159.44307684323422	188.15492396384357	1000.0000000000001	1000.0000000000001	83.42386696976199	993.7165994732338	NaN
1	0.1	0.011099999999999997	159.44307684323422	188.15492396384357	1000.0000000000001	1000.0000000000001	83.42386696976199	993.7165994732338	NaN
1	0.1	0.11109999999999996	159.44307684323422	188.15492396384357	1000.0000000000001	1000.0000000000001	83.42386696976199	993.7165994732338	NaN
1	0.1	1.1110999999999995	159.44307684323422	188.15492396384357	1000.0000000000001	1000.0000000000001	83.42386696976182	993.7165994732339	NaN
1	0.1	6.706857606640272	159.4430768432342	188.15492396384357	1000.0000000000001	1000.0000000000001	83.42386696976195	993.7165994732339	NaN
1	0.1	45.803132813750445	159.44307684323422	188.15492396384357	1000.0000000000001	1000.0000000000001	83.42386696976189	993.7165994732338	NaN
1	0.1	248.36000916050418	159.44307684323365	188.15492396384423	999.9999999999998	1000.0	83.42386696976197	993.7165994732339	NaN
1	0.1	500.0	159.4430768432336	188.15492396384428	999.9999999999998	1000.0	83.423866969762	993.7165994732336	NaN
1	0.10500000000000001	500.0	159.44307684323422	188.15492396384357	1000.0000000000001	1000.0000000000001	83.42386696976199	993.7165994732338	NaN
1	0.10500000000000001	500.00753977370334	159.44307667352814	188.15496641956378	999.9999945753583	1000.0376846586162	83.42365653360193	993.7166002659649	NaN
1	0.10500000000000001	500.0205115443257	159.4430734655704	188.1552359130914	999.9999586446484	1000.1024525833119	83.422312435418	993.7166154118316	NaN
1	0.10500000000000001	500.0362091881281	159.44305851719704	188.15588778056284	999.999866580874	1000.1807183939567	83.41903374980092	993.7166870055838	NaN
1	0.10500000000000001	500.0568976443768	159.4430070126089	188.15727753850092	999.9996558453449	1000.2836797549271	83.411970920578	993.716938301708	NaN
1	0.10500000000000001	500.08121674579115	159.44287797049006	188.1596588332138	999.9992637210046	1000.4044371385966	83.39972408942886	993.7175820979409	NaN
1	0.10500000000000001	500.10979086841945	159.44259738054032	188.16345199107832	999.9985797698729	1000.5459466643738	83.37996423253456	993.7190183438256	NaN
1	0.10500000000000001	500.14186283762325	159.44207000482874	188.1689396821917	999.9974900324734	1000.7042949714826	83.35099870074222	993.7217958560802	NaN
1	0.10500000000000001	500.1773555032758	159.44116633273197	188.17646552965743	999.9958395034024	1000.8789361833369	83.31076625572703	993.726703653213	NaN
1	0.10500000000000001	500.21574963537995	159.4397431075723	188.18625074709738	999.9934678984135	1001.0671493586268	83.25784200294969	993.7346869812277	NaN
1	0.10500000000000001	500.25675390538146	159.437638679854	188.19850583743047	999.9901899048735	1001.2673493119464	83.19089607804409	993.7468908443302	NaN
1	0.10500000000000001	500.29996964580437	159.43469214412312	188.213353036974	999.9858191083283	1001.4774427090132	83.10916201385419	993.7645634590297	NaN
1	0.10500000000000001	500.34508860157104	159.43074365605278	188.23088168863632	999.9801615273865	1001.6957983174341	83.01218051098323	993.7890536976579	NaN
1	0.10500000000000001	500.391799151672	159.42564648106955	188.25112570457603	999.9730300022554	1001.9207897651102	82.8999545535622	993.8217290545829	NaN
1	0.10500000000000001	500.4398414810073	159.41926753671595	188.27409133097484	999.9642436030668	1002.1510623173638	82.77281401315847	993.8639531793827	NaN
1	0.10500000000000001	500.488979369414	159.41149250933776	188.29975457199345	999.9536355872619	1002.385394544963	82.63143393235222	993.9170287212426	NaN
1	0.10500000000000001	500.53901300047966	159.40222506443985	188.3280751004703	999.9410543682766	1002.6227575570014	82.47675029702634	993.9821744632034	NaN
1	0.10500000000000001	500.58976994695774	159.3913872825719	188.3589994417669	999.9263669808659	1002.8622691732918	82.30992688469104	994.0604939457108	NaN
1	0.10500000000000001	500.64110883892175	159.37891694815474	188.39246996368914	999.9094585519787	1003.1032084601992	82.13228550093721	994.1529676300895	NaN
1	0.10500000000000001	500.6929109443557	159.36476660605405	188.4284257866467	999.8902341158583	1003.3449731737857	81.9452780214366	994.2604356813704	NaN
1	0.10500000000000001	500.74508080572866	159.34890048244063	188.46680810455712	999.8686172482578	1003.5870802256749	81.75043465832404	994.3836001676799	NaN
1	0.10500000000000001	500.7975423819944	159.3312923531017	188.50756184620383	999.8445495761586	1003.829145225945	81.54933349815154	994.5230247044256	NaN
1	0.10500000000000001	500.8502370453789	159.3119230952888	188.55063776449535	999.8179894050768	1004.0708710164389	81.34357037472633	994.6791406036817	NaN
1	0.10500000000000001	500.90312088655145	159.2907787184381	188.59599331435217	999.7889105601886	1004.3120333022151	81.13473792225427	994.8522529965857	NaN
1	0.10500000000000001	500.95616259144646	159.26784856360626	188.64359333329924	999.7573010678273	1004.5524692440196	80.92440856922565	995.0425486777871	NaN
1	0.10500000000000001	501.00934135210554	159.24312386838818	188.69341020996848	999.7231620106274	1004.7920665056054	80.71412270647559	995.250103446743	NaN
1	0.10500000000000001	501.0626450360724	159.2165966155315	188.7454238020512	999.6865065114597	1005.0307537645635	80.50538027026427	995.4748889658008	NaN
1	0.10500000000000001	501.1160685108021	159.18825868608616	188.79962108808098	999.6473589360422	1005.2684921873342	80.29963523489155	995.7167784201353	NaN
1	0.10500000000000001	501.1696121627865	159.1581012695801	188.85599565180078	999.6057542992962	1005.5052680209981	80.09829198729867	995.9755509422346	NaN
1	0.10500000000000001	501.223280569204	159.12611451554358	188.91454701406656	999.561737891455	1005.7410860852285	79.90270295529679	996.2508946213053	NaN
1	0.10500000000000001	501.27708129563456	159.0922874068685	188.97527982851736	999.5153651211617	1005.9759640244306	79.71416688278761	996.5424080656204	NaN
1	0.10500000000000001	501.33102386863175	159.05660778883922	189.03820303571533	999.4667014960679	1006.2099275104994	79.53392698427223	996.8496009989353	NaN
1	0.10500000000000001	501.385118798832	159.01906259674902	189.1033288714672	999.415822800009	1006.4430058313109	79.36316893580212	997.1718935281885	NaN
1	0.10500000000000001	501.4393767829681	158.97963816948408	189.17067190472747	999.3628153033987	1006.6752284056546	79.20301788388488	997.5086151382452	NaN
1	0.10500000000000001	501.49380797367354	158.9383206889299	189.240248007292	999.3077760456958	1006.9066217206093	79.05453460915706	997.85900321516	NaN
1	0.10500000000000001	501.5484213926741	158.89509666369207	189.31207337274842	999.2508130596086	1007.1372069978302	78.91871047862935	998.2222019783659	NaN
1	0.10500000000000001	501.6032244707912	158.84995343407056	189.3861635978002	999.1920454869237	1007.3669984918557	78.79646127420042	998.5972622037123	NaN
1	0.10500000000000001	501.6582226986248	158.80287967985385	189.46253283446714	999.131603543878	1007.5960023283717	78.68862007528294	998.9831420664597	NaN
1	0.10500000000000001	501.71341948582005	158.75386581423504	189.541193181365	999.0696281745029	1007.8242162631565	78.59592926826372	999.3787101906285	NaN
1	0.10500000000000001	501.76881610521787	158.7029043301661	189.62215418279544	999.0062704788635	1008.0516298122047	78.5190323477401	999.782750391829	NaN
1	0.10500000000000001	501.82441183542437	158.64998996826267	189.70542262782254	998.9416907604932	1008.2782251953089	78.45846573963718	1000.1939691298307	NaN
1	0.10500000000000001	501.88020417703626	158.5951197852617	189.79100250456506	998.876057317229	1008.5039785475243	78.41465133794811	1000.611004878599	NaN
1	0.10500000000000001	501.9361892301025	158.53829301554052	189.8788952658659	998.8095448774552	1008.7288617319466	78.38789009145921	1001.0324400144925	NaN
1	0.10500000000000001	501.99236203832487	158.47951089636757	189.96910012960262	998.7423329278929	1008.9528439461037	78.37835717741324	1001.4568136142925	NaN
1	0.10500000000000001	502.0487170075821	158.4187763467461	190.06161458223116	998.6746038392785	1009.1758935516465	78.3860988672041	1001.8826357048665	NaN
1	0.10500000000000001	502.1052482306218	158.3560936731617	190.15643481760497	998.6065410275538	1009.3979794529591	78.41103123286761	1002.308401401873	NaN
1	0.10500000000000001	502.1619497720192	158.29146826089888	190.2535561798076	998.5383271257627	1009.6190722537717	78.45294057515325	1002.7326050459129	NaN
1	0.10500000000000001	502.2188157874917	158.22490640956468	190.35297337649826	998.4701423516968	1009.8391447145319	78.51148532612592	1003.1537531428178	NaN
1	0.10500000000000001	502.27584056904846	158.15641523772146	190.4546805855171	998.4021629856373	1010.0581718947669	78.58619917771988	1003.5703766337529	NaN
1	0.10500000000000001	502.3330184386853	158.08600276902308	190.55867129388687	998.3345600647443	1010.2761307023541	78.67649510640211	1003.9810418402125	NaN
1	0.10500000000000001	502.39034356061086	158.01367814249377	190.6649379626338	998.2674982141484	1010.4929991443543	78.78167010604714	1004.3843606057263	NaN
1	0.10500000000000001	502.44780968248074	157.93945194980583	190.77347151751147	998.2011346006651	1010.7087553348449	78.90091049555456	1004.7789997493871	NaN
1	0.10500000000000001	502.5054098623865	157.8633366376205	190.88426075877186	998.1356179394929	1010.9233764841055	79.03329783845126	1005.1636902765705	NaN
1	0.10500000000000001	502.56313621261626	157.78534693437373	190.99729174830617	998.0710875192974	1011.1368379854326	79.17781557804707	1005.5372365559243	NaN
1	0.10500000000000001	502.62097975318636	157.70550016702632	191.11254736570166	998.0076721510807	1011.3491129353348	79.3333567240167	1005.898525981144	NaN
1	0.10500000000000001	502.6789303539762	157.62381647432136	191.230007016905	997.9454890889375	1011.5601719880812	79.49873270128975	1006.2465387501002	NaN
1	0.10500000000000001	502.7369768554105	157.5403187671817	191.3496467039388	997.8846428585898	1011.7699838510754	79.67268372009367	1006.5803579994247	NaN
1	0.10500000000000001	502.7951073385715	157.45503244324613	191.47143943679833	997.8252240730473	1011.9785162832894	79.8538906586996	1006.8991796614579	NaN
1	0.10500000000000001	502.8533095570196	157.3679848078404	191.59535604888853	997.7673082720128	1012.185737613649	80.04098843111224	1007.2023216409841	NaN
1	0.10500000000000001	502.91157148011854	157.27920424808212	191.72136634383384	997.710954883472	1012.3916185751903	80.23258049050682	1007.4892315774807	NaN
1	0.10500000000000001	502.9698819314951	157.18871916625034	191.84944056215377	997.6562063590602	1012.5961343812247	80.42725409163685	1007.7594927517248	NaN
1	0.10500000000000001	503.02823123244144	157.09655680069142	191.9795509855187	997.6030875890573	1012.7992667183144	80.62359560162047	1008.0128274842016	NaN
1	0.10500000000000001	503.0866118024495	157.00274201435914	192.1116735684788	997.5516056350191	1013.001005496202	80.82020523984063	1008.2490978315872	NaN
1	0.10500000000000001	503.1450187121482	156.90729607055246	192.24578957453	997.5017497599529	1013.2013503517459	81.01571080182642	1008.4683037465999	NaN
1	0.10500000000000001	503.20345005315687	156.81023563505389	192.3818868856871	997.4534918314578	1013.4003114606298	81.20877955977592	1008.6705785259462	NaN
1	0.10500000000000001	503.26190726099117	156.71157181016974	192.51996126564967	997.4067869235189	1013.59791015131	81.39812856115665	1008.8561825690778	NaN
1	0.10500000000000001	503.32039519499915	156.61130954979777	192.6600170923297	997.3615742216697	1013.7941786764243	81.58253257373708	1009.0254952744784	NaN
1	0.10500000000000001	503.3789221899136	156.5094471250079	192.8020680283672	997.317777994563	1013.9891598966515	81.76083041289586	1009.1790063596995	NaN
1	0.10500000000000001	503.43749988299743	156.4059759939845	192.94613713840826	997.2753087354241	1014.1829062353927	81.93192916298274	1009.317306477048	NaN
1	0.10500000000000001	503.49614301157607	156.30088076458384	193.09225689186724	997.2340642765291	1014.375478577688	82.09480714723468	1009.4410781346409	NaN
1	0.10500000000000001	503.5548690843703	156.1941394299603	193.2404688006935	997.1939309201663	1014.5669448018755	82.24851563114636	1009.5510869550828	NaN
1	0.10500000000000001	503.6136979958828	156.0857237692549	193.39082284358443	997.15478451407	1014.7573781849769	82.3921797948799	1009.6481736747451	NaN
1	0.10500000000000001	503.6726515276215	155.97560002676428	193.54337651933426	997.1164915007618	1014.9468555075379	82.52499917750866	1009.733246909683	NaN
1	0.10500000000000001	503.73175285834134	155.86372965409706	193.69819382780867	997.0789098615446	1015.1354552611116	82.64624823811639	1009.8072769294442	NaN
1	0.10500000000000001	503.791025915531	155.7500704349741	193.85534373463264	997.0418900785343	1015.3232554239324	82.75527696910032	1009.871290126949	NaN
1	0.10500000000000001	503.8504947277628	155.6345777056439	194.0148985163396	997.005276032246	1015.5103313274432	82.85151224686577	1009.9263643055193	NaN
1	0.10500000000000001	503.9101826629274	155.51720589576163	194.17693167313664	996.9689059412598	1015.6967532533482	82.93445994114734	1009.9736244179647	NaN
1	0.10500000000000001	503.9701115855182	155.39791034044	194.34151547605188	996.9326133626732	1015.8825838801032	83.00370810756807	1010.0142385453736	NaN
1	0.10500000000000001	504.0303009590394	155.2766493220219	194.50871820341615	996.8962282875457	1016.0678756708764	83.0589314559642	1010.0494137845817	NaN
1	0.10500000000000001	504.090766880912	155.15338637445393	194.67860101848584	996.8595783960207	1016.2526681735629	83.09989712963795	1010.0803916167538	NaN
1	0.10500000000000001	504.15152110288926	155.02809274935572	194.85121462402643	996.8224905009099	1016.4369854052047	83.12647177449938	1010.1084423266292	NaN
1	0.10500000000000001	504.212570097882	154.90074991609623	195.0265958657642	996.7847922024591	1016.6208335085016	83.13862966437718	1010.1348580116595	NaN
1	0.10500000000000001	504.2739142755036	154.77135186873613	195.2047645930589	996.7463137409621	1016.8041989814797	83.13646141334847	1010.1609437673783	NaN
1	0.10500000000000001	504.33554745875756	154.63990697174935	195.38572114134817	996.7068900040254	1016.9870477935979	83.12018251526331	1010.1880067489058	NaN
1	0.10500000000000001	504.39745670664144	154.50643911559976	195.56944474758615	996.6663626265754	1017.1693256003571	83.09014071182288	1010.2173430082614	NaN
1	0.10500000000000001	504.459622673157	154.37098770654347	195.75589355093638	996.6245820049975	1017.3509595602667	83.0468209786813	1010.2502223639624	NaN
1	0.10500000000000001	504.5220204215973	154.23360658237627	195.94500605227458	996.5814091686135	1017.5318614378457	82.9908469962959	1010.2878718111259	NaN
1	0.10500000000000001	504.5846207880902	154.09436157124048	196.1367044246859	996.5367172945517	1017.7119321906697	82.9229781353937	1010.3314584187482	NaN
1	0.10500000000000001	504.64739212031736	153.95332700153372	196.3308992565777	996.4903928025823	1017.8910674572542	82.844101531022	1010.3820727911437	NaN
1	0.10500000000000001	504.71030222354676	153.8105814913157	196.52749528312597	996.4423359729861	1018.0691634096255	82.7552194338355	1010.4407142265065	NaN
1	0.10500000000000001	504.7733202891016	153.66620350964527	196.72639743661856	996.3924611103477	1018.2461223041086	82.6574326745355	1010.5082785038029	NaN
1	0.10500000000000001	504.8364186443606	153.52026709526075	196.92751669279198	996.3406962903632	1018.421857281756	82.55192146224881	1010.5855489360687	NaN
1	0.10500000000000001	504.89957412336264	153.3728382406041	197.13077501923192	996.2869828307004	1018.5962958893376	82.43992506660054	1010.6731908271421	NaN
1	0.10500000000000001	504.9627690414993	153.22397204655127	197.33610928372272	996.2312745482445	1018.7693823324323	82.32272168736502	1010.7717492021492	NaN
1	0.10500000000000001	505.025991700658	153.07371089012085	197.5434737889116	996.1735369592242	1018.9410783217393	82.2016097401507	1010.8816492468517	NaN
1	0.10500000000000001	505.08923650210227	152.92208349338281	197.75284158517923	996.1137464810931	1019.1113627930939	82.07789124705714	1011.003198839915	NaN
1	0.10500000000000001	505.15250374699144	152.7691047591475	197.96420474352232	996.0518896911444	1019.280230775371	81.95285767126546	1011.1365925097281	NaN
1	0.10500000000000001	505.21579915886286	152.61477633446322	198.17757363752395	995.9879627303753	1019.4476915464786	81.82777832254732	1011.281916076731	NaN
1	0.10500000000000001	505.27913324944547	152.45908763999367	198.39297559106998	995.9219708387542	1019.6137664393117	81.70389104219853	1011.4391515105481	NaN
1	0.10500000000000001	505.34252057625076	152.30201726341815	198.61045302786076	995.8539280487133	1019.778486448847	81.58239484071915	1011.6081815584758	NaN
1	0.10500000000000001	505.4059789216263	152.1435346532764	198.8300612060231	995.7838570612381	1019.9418897349033	81.46444409154888	1011.7887937992518	NaN
1	0.10500000000000001	505.4695284800858	151.98360190006417	199.05186582890352	995.7117892430243	1020.1040192550238	81.35114372521986	1011.9806840946736	NaN
1	0.10500000000000001	505.5331910387328	151.82217563744962	199.27594048323502	995.6377647697886	1020.2649204892059	81.24354506523986	1012.1834592992408	NaN
1	0.10500000000000001	505.596989189468	151.6592089608786	199.50236404401926	995.5618328681215	1020.4246393554903	81.14264187178875	1012.3966393445838	NaN
1	0.10500000000000001	505.66094555661095	151.49465339748946	199.7312179963679	995.484052157386	1020.5832202722478	81.0493663061109	1012.6196587516184	NaN
1	0.10500000000000001	505.7250821425514	151.3284606546831	199.96258405120588	995.4044909393779	1020.7407046168083	80.96458441940253	1012.8518681128013	NaN
1	0.10500000000000001	505.78941964889543	151.1605845021033	200.19654156011268	995.3232275708554	1020.8971292170352	80.88909122662683	1013.0925353107607	NaN
1	0.10500000000000001	505.853976949854	150.99098232127955	200.43316537587506	995.2403506636141	1021.0525253043069	80.82360503956588	1013.3408473775836	NaN
1	0.10500000000000001	505.9187705984943	150.8196166181199	200.67252374766252	995.1559592145236	1021.2069176197286	80.76876126001935	1013.5959128865965	NaN
